president,startdate,enddate,,approve,disapprove,unsure
William J. Clinton,10/6/98,10/7/98,,63,33,3
William J. Clinton,9/23/98,9/24/98,,65,30,3
William J. Clinton,9/21/98,9/21/98,,65,31,3
William J. Clinton,9/20/98,9/20/98,,59,34,5
William J. Clinton,9/14/98,9/15/98,,63,34,2
William J. Clinton,9/11/98,9/12/98,,63,34,2
William J. Clinton,9/10/98,9/10/98,,59,36,3
William J. Clinton,9/1/98,9/1/98,,62,32,4
William J. Clinton,8/21/98,8/23/98,,61,34,3
William J. Clinton,8/20/98,8/20/98,,60,34,5
William J. Clinton,8/18/98,8/18/98,,65,29,5
William J. Clinton,8/17/98,8/17/98,,61,32,5
William J. Clinton,8/10/98,8/12/98,,64,29,5
William J. Clinton,8/7/98,8/8/98,,63,31,4
William J. Clinton,7/29/98,7/29/98,,64,31,3
William J. Clinton,7/13/98,7/14/98,,63,31,6
William J. Clinton,7/7/98,7/8/98,,61,33,5
William J. Clinton,6/22/98,6/23/98,,60,33,6
William J. Clinton,6/5/98,6/7/98,,60,33,5
William J. Clinton,5/8/98,5/10/98,,64,30,4
William J. Clinton,4/17/98,4/19/98,,63,30,5
William J. Clinton,4/1/98,4/1/98,,67,28,4
William J. Clinton,3/20/98,3/22/98,,65,28,5
William J. Clinton,3/16/98,3/16/98,,66,29,4
William J. Clinton,3/6/98,3/9/98,,63,31,6
William J. Clinton,2/20/98,2/22/98,,65,29,5
William J. Clinton,2/13/98,2/15/98,,66,29,3
William J. Clinton,1/30/98,2/1/98,,68,28,3
William J. Clinton,1/28/98,1/28/98,,66,27,5
William J. Clinton,1/25/98,1/26/98,,59,37,4
William J. Clinton,1/24/98,1/25/98,,60,35,5
William J. Clinton,1/16/98,1/18/98,,59,30,10
William J. Clinton,1/6/98,1/7/98,,59,31,9
William J. Clinton,12/18/97,12/21/97,,55,36,7
William J. Clinton,11/21/97,11/23/97,,60,30,9
William J. Clinton,11/6/97,11/9/97,,58,31,9
William J. Clinton,10/27/97,10/29/97,,58,32,9
William J. Clinton,10/3/97,10/5/97,,55,35,8
William J. Clinton,9/25/97,9/28/97,,57,32,9
William J. Clinton,9/6/97,9/7/97,,60,27,11
William J. Clinton,8/22/97,8/25/97,,60,33,6
William J. Clinton,8/12/97,8/13/97,,60,32,7
William J. Clinton,7/25/97,7/27/97,,58,34,7
William J. Clinton,6/26/97,6/29/97,,55,35,9
William J. Clinton,5/30/97,6/1/97,,56,35,8
William J. Clinton,5/6/97,5/7/97,,57,35,7
William J. Clinton,4/18/97,4/20/97,,54,37,9
William J. Clinton,4/11/97,4/13/97,,54,36,9
William J. Clinton,3/24/97,3/26/97,,59,35,6
William J. Clinton,2/24/97,2/26/97,,56,32,10
William J. Clinton,1/31/97,2/2/97,,59,30,9
William J. Clinton,1/10/97,1/13/97,,61,30,7
William J. Clinton,1/3/97,1/5/97,,57,34,7
William J. Clinton,12/9/96,12/11/96,,57,34,8
William J. Clinton,11/21/96,11/24/96,,57,34,7
William J. Clinton,10/25/96,10/27/96,,54,36,9
William J. Clinton,10/1/96,10/2/96,,58,34,8
William J. Clinton,8/30/96,9/1/96,,60,33,7
William J. Clinton,8/23/96,8/25/96,,52,39,8
William J. Clinton,8/16/96,8/18/96,,52,39,9
William J. Clinton,8/5/96,8/7/96,,57,36,6
William J. Clinton,7/26/96,7/28/96,,57,35,7
William J. Clinton,7/18/96,7/21/96,,56,35,8
William J. Clinton,6/27/96,6/30/96,,51,41,6
William J. Clinton,6/18/96,6/19/96,,57,36,5
William J. Clinton,5/28/96,5/29/96,,53,38,8
William J. Clinton,5/9/96,5/12/96,,54,38,6
William J. Clinton,4/25/96,4/28/96,,56,36,7
William J. Clinton,4/9/96,4/10/96,,53,40,6
William J. Clinton,3/15/96,3/17/96,,52,38,8
William J. Clinton,3/8/96,3/10/96,,54,37,8
William J. Clinton,2/23/96,2/25/96,,53,40,6
William J. Clinton,1/26/96,1/29/96,,52,42,6
William J. Clinton,1/12/96,1/15/96,,46,46,7
William J. Clinton,1/5/96,1/7/96,,42,49,8
William J. Clinton,12/15/95,12/18/95,,50,43,5
William J. Clinton,11/17/95,11/18/95,,53,37,9
William J. Clinton,11/6/95,11/8/95,,52,40,7
William J. Clinton,10/19/95,10/22/95,,49,39,11
William J. Clinton,10/5/95,10/7/95,,46,42,11
William J. Clinton,9/22/95,9/24/95,,47,43,8
William J. Clinton,9/14/95,9/17/95,,43,43,12
William J. Clinton,8/28/95,8/30/95,,45,43,11
William J. Clinton,8/4/95,8/7/95,,45,42,12
William J. Clinton,7/20/95,7/23/95,,46,43,9
William J. Clinton,7/7/95,7/9/95,,47,43,9
William J. Clinton,6/5/95,6/6/95,,46,42,10
William J. Clinton,5/11/95,5/14/95,,50,42,7
William J. Clinton,4/21/95,4/24/95,,50,39,9
William J. Clinton,4/17/95,4/19/95,,46,45,8
William J. Clinton,4/5/95,4/6/95,,46,44,8
William J. Clinton,3/27/95,3/29/95,,43,47,9
William J. Clinton,3/17/95,3/19/95,,44,45,9
William J. Clinton,2/24/95,2/26/95,,42,47,9
William J. Clinton,2/3/95,2/5/95,,48,44,6
William J. Clinton,1/16/95,1/18/95,,46,45,7
William J. Clinton,12/28/94,12/30/94,,40,51,8
William J. Clinton,12/16/94,12/18/94,,42,52,4
William J. Clinton,12/2/94,12/5/94,,42,50,7
William J. Clinton,11/28/94,11/29/94,,43,48,7
William J. Clinton,11/2/94,11/6/94,,45,46,7
William J. Clinton,10/22/94,10/25/94,,47,46,5
William J. Clinton,10/18/94,10/19/94,,41,52,7
William J. Clinton,10/7/94,10/9/94,,42,51,5
William J. Clinton,9/23/94,9/25/94,,43,51,4
William J. Clinton,9/16/94,9/18/94,,42,50,8
William J. Clinton,9/6/94,9/7/94,,39,53,6
William J. Clinton,8/15/94,8/16/94,,39,51,8
William J. Clinton,8/8/94,8/9/94,,43,48,8
William J. Clinton,7/15/94,7/17/94,,42,48,8
William J. Clinton,7/1/94,7/3/94,,43,48,8
William J. Clinton,6/25/94,6/28/94,,44,47,8
William J. Clinton,6/11/94,6/12/94,,49,43,7
William J. Clinton,6/3/94,6/6/94,,45,47,7
William J. Clinton,5/20/94,5/22/94,,50,42,6
William J. Clinton,4/22/94,4/24/94,,48,44,7
William J. Clinton,4/16/94,4/18/94,,50,40,8
William J. Clinton,3/28/94,3/30/94,,50,42,7
William J. Clinton,3/25/94,3/27/94,,52,40,6
William J. Clinton,3/11/94,3/13/94,,50,41,8
William J. Clinton,3/7/94,3/8/94,,50,41,8
William J. Clinton,2/26/94,2/28/94,,53,40,5
William J. Clinton,1/28/94,1/30/94,,57,34,7
William J. Clinton,1/15/94,1/17/94,,53,38,8
William J. Clinton,1/6/94,1/8/94,,54,38,7
William J. Clinton,12/17/93,12/19/93,,47,42,9
William J. Clinton,12/4/93,12/6/93,,52,38,9
William J. Clinton,11/19/93,11/21/93,,47,43,8
William J. Clinton,11/15/93,11/16/93,,49,42,7
William J. Clinton,11/2/93,11/4/93,,47,44,7
William J. Clinton,10/28/93,10/30/93,,47,44,7
William J. Clinton,10/13/93,10/18/93,,47,44,9
William J. Clinton,10/8/93,10/10/93,,50,41,8
William J. Clinton,9/24/93,9/26/93,,56,34,8
William J. Clinton,9/13/93,9/15/93,,46,42,10
William J. Clinton,9/10/93,9/12/93,,46,41,11
William J. Clinton,8/23/93,8/25/93,,44,46,8
William J. Clinton,8/8/93,8/10/93,,43,47,8
William J. Clinton,7/19/93,7/21/93,,41,48,9
William J. Clinton,7/9/93,7/11/93,,49,43,7
William J. Clinton,6/29/93,6/30/93,,45,47,6
William J. Clinton,6/18/93,6/21/93,,38,50,10
William J. Clinton,6/5/93,6/6/93,,36,49,14
William J. Clinton,5/21/93,5/23/93,,43,45,10
William J. Clinton,5/10/93,5/12/93,,45,44,10
William J. Clinton,4/22/93,4/24/93,,55,37,8
William J. Clinton,3/29/93,3/31/93,,51,36,11
William J. Clinton,3/12/93,3/14/93,,53,34,13
William J. Clinton,2/26/93,2/28/93,,58,28,12
William J. Clinton,2/12/93,2/14/93,,51,33,15
William J. Clinton,1/29/93,1/31/93,,53,30,16
William J. Clinton,1/24/93,1/26/93,,58,20,22
George Bush,1/8/93,1/11/93,,56,37,7
George Bush,12/18/92,12/20/92,,49,40,10
George Bush,12/4/92,12/6/92,,48,47,3
George Bush,11/20/92,11/22/92,,42,46,11
George Bush,11/20/92,11/22/92,,42,46,11
George Bush,10/22/92,10/23/92,,37,58,4
George Bush,10/12/92,10/14/92,,34,56,9
George Bush,9/24/92,10/13/92,,29,59,10
George Bush,10/1/92,10/3/92,,33,57,8
George Bush,9/17/92,9/20/92,,36,53,9
George Bush,9/11/92,9/15/92,,39,54,6
George Bush,9/10/92,9/11/92,,35,58,6
George Bush,8/31/92,9/2/92,,39,53,6
George Bush,8/21/92,8/23/92,,39,54,6
George Bush,8/21/92,8/21/92,,37,55,6
George Bush,8/13/92,8/14/92,,36,57,5
George Bush,8/10/92,8/12/92,,35,58,6
George Bush,8/6/92,8/7/92,,34,59,6
George Bush,7/31/92,8/2/92,,29,59,10
George Bush,7/24/92,7/26/92,,31,59,9
George Bush,7/23/92,7/24/92,,31,59,8
George Bush,6/26/92,7/1/92,,38,54,6
George Bush,6/12/92,6/14/92,,36,54,8
George Bush,6/4/92,6/8/92,,36,56,6
George Bush,5/18/92,5/20/92,,41,51,7
George Bush,4/23/92,5/14/92,,40,48,10
George Bush,5/7/92,5/10/92,,40,52,6
George Bush,4/20/92,4/22/92,,42,47,10
George Bush,4/9/92,4/12/92,,39,53,6
George Bush,3/26/92,3/29/92,,41,51,7
George Bush,3/12/92,3/28/92,,40,48,10
George Bush,3/20/92,3/22/92,,40,49,9
George Bush,3/11/92,3/12/92,,41,46,11
George Bush,2/28/92,3/1/92,,41,52,5
George Bush,2/14/92,2/27/92,,38,50,10
George Bush,2/20/92,2/21/92,,41,51,7
George Bush,2/19/92,2/20/92,,38,47,13
George Bush,2/6/92,2/9/92,,43,47,8
George Bush,1/31/92,2/2/92,,46,48,5
George Bush,1/28/92,1/28/92,,43,51,4
George Bush,1/16/92,1/19/92,,45,47,6
George Bush,1/3/92,1/6/92,,46,46,7
George Bush,11/21/91,11/24/91,,51,39,9
George Bush,10/24/91,10/27/91,,62,29,8
George Bush,10/17/91,10/20/91,,65,26,7
George Bush,10/10/91,10/13/91,,65,27,6
George Bush,9/1/91,9/30/91,,62,27,9
George Bush,9/26/91,9/29/91,,66,24,9
George Bush,9/10/91,9/10/91,,65,25,9
George Bush,8/29/91,9/3/91,,68,22,9
George Bush,8/1/91,8/30/91,,69,21,9
George Bush,8/23/91,8/25/91,,73,18,7
George Bush,8/8/91,8/23/91,,67,22,10
George Bush,8/8/91,8/11/91,,70,21,7
George Bush,7/25/91,7/28/91,,70,20,8
George Bush,7/7/91,7/25/91,,67,23,9
George Bush,7/18/91,7/21/91,,69,21,9
George Bush,7/11/91,7/14/91,,71,20,7
George Bush,6/26/91,6/29/91,,71,21,6
George Bush,6/6/91,6/20/91,,69,19,10
George Bush,6/13/91,6/16/91,,72,19,8
George Bush,5/30/91,6/2/91,,73,17,9
George Bush,5/23/91,5/26/91,,76,15,7
George Bush,5/16/91,5/19/91,,76,15,7
George Bush,5/2/91,5/5/91,,74,19,6
George Bush,4/25/91,4/28/91,,76,15,8
George Bush,4/23/91,4/25/91,,73,13,13
George Bush,4/11/91,4/14/91,,77,12,10
George Bush,4/4/91,4/6/91,,82,12,5
George Bush,3/28/91,3/30/91,,81,11,6
George Bush,3/21/91,3/24/91,,83,10,5
George Bush,3/14/91,3/17/91,,86,9,4
George Bush,3/7/91,3/10/91,,87,8,4
George Bush,2/16/91,3/7/91,,79,14,6
George Bush,2/28/91,3/3/91,,89,7,3
George Bush,2/21/91,2/24/91,,80,13,6
George Bush,2/14/91,2/17/91,,80,13,6
George Bush,2/14/91,2/15/91,,79,15,5
George Bush,2/7/91,2/10/91,,78,17,3
George Bush,1/26/91,2/7/91,,74,18,7
George Bush,1/23/91,1/26/91,,82,12,4
George Bush,1/24/91,1/25/91,,86,9,4
George Bush,1/19/91,1/22/91,,79,14,5
George Bush,1/17/91,1/20/91,,82,11,5
George Bush,1/17/91,1/18/91,,82,12,4
George Bush,1/11/91,1/13/91,,64,24,10
George Bush,1/10/91,1/11/91,,64,26,9
George Bush,1/3/91,1/6/91,,58,30,10
George Bush,12/7/90,12/23/90,,62,27,10
George Bush,12/13/90,12/16/90,,62,30,6
George Bush,12/6/90,12/9/90,,57,33,9
George Bush,12/6/90,12/7/90,,62,27,9
George Bush,11/29/90,12/2/90,,60,29,10
George Bush,11/9/90,11/25/90,,51,36,12
George Bush,11/15/90,11/18/90,,54,32,13
George Bush,11/15/90,11/16/90,,58,32,8
George Bush,11/8/90,11/11/90,,57,33,8
George Bush,10/25/90,10/28/90,,54,35,10
George Bush,10/18/90,10/21/90,,52,36,10
George Bush,10/18/90,10/19/90,,56,32,10
George Bush,10/11/90,10/14/90,,56,33,10
George Bush,9/21/90,10/9/90,,66,22,11
George Bush,10/3/90,10/4/90,,65,25,9
George Bush,9/27/90,9/30/90,,67,19,12
George Bush,9/14/90,9/16/90,,73,16,9
George Bush,9/11/90,9/12/90,,54,34,11
George Bush,9/10/90,9/11/90,,76,15,7
George Bush,8/30/90,9/2/90,,74,17,8
George Bush,8/10/90,8/26/90,,68,20,11
George Bush,8/23/90,8/26/90,,75,16,7
George Bush,8/23/90,8/24/90,,73,16,10
George Bush,8/16/90,8/19/90,,74,16,8
George Bush,8/9/90,8/12/90,,74,15,10
George Bush,7/20/90,8/12/90,,61,26,12
George Bush,8/9/90,8/10/90,,75,15,9
George Bush,7/19/90,7/22/90,,60,25,14
George Bush,7/7/90,7/15/90,,59,24,15
George Bush,7/12/90,7/13/90,,64,26,9
George Bush,7/5/90,7/8/90,,63,24,12
George Bush,6/14/90,6/17/90,,69,16,14
George Bush,5/4/90,5/22/90,,65,20,13
George Bush,5/4/90,5/22/90,,67,19,13
George Bush,4/6/90,4/18/90,,71,15,13
George Bush,4/5/90,4/8/90,,67,16,16
George Bush,3/16/90,3/29/90,,73,18,8
George Bush,3/8/90,3/11/90,,68,18,13
George Bush,2/9/90,3/11/90,,72,15,11
George Bush,2/15/90,2/18/90,,73,15,11
George Bush,2/8/90,2/11/90,,73,16,10
George Bush,12/8/89,1/8/90,,66,15,17
George Bush,1/4/90,1/7/90,,79,10,9
George Bush,12/7/89,12/10/89,,71,20,8
George Bush,11/10/89,11/25/89,,63,22,14
George Bush,11/9/89,11/12/89,,69,17,13
George Bush,10/13/89,10/23/89,,59,22,17
George Bush,10/5/89,10/8/89,,67,20,12
George Bush,10/5/89,10/6/89,,66,17,15
George Bush,9/22/89,10/1/89,,66,18,14
George Bush,9/7/89,9/10/89,,69,16,13
George Bush,8/15/89,8/27/89,,64,18,17
George Bush,8/8/89,8/20/89,,60,20,19
George Bush,8/10/89,8/13/89,,69,18,12
George Bush,7/6/89,7/9/89,,66,18,15
George Bush,6/9/89,6/22/89,,63,16,20
George Bush,6/8/89,6/11/89,,69,14,16
George Bush,6/1/89,6/2/89,,62,18,19
George Bush,5/15/89,5/18/89,,62,17,19
George Bush,5/12/89,5/12/89,,61,22,16
George Bush,5/5/89,5/8/89,,58,18,23
George Bush,5/4/89,5/7/89,,56,22,22
George Bush,5/5/89,5/5/89,,55,23,20
George Bush,4/10/89,4/16/89,,57,15,26
George Bush,4/7/89,4/10/89,,54,18,27
George Bush,3/10/89,3/13/89,,56,16,27
George Bush,3/9/89,3/10/89,,62,15,22
George Bush,2/28/89,3/2/89,,62,13,24
George Bush,2/24/89,2/27/89,,60,11,27
George Bush,1/24/89,1/26/89,,51,6,43
Ronald Reagan,12/27/88,12/29/88,,63,29,8
Ronald Reagan,11/11/88,11/14/88,,56,35,8
Ronald Reagan,9/9/88,9/11/88,,53,37,9
Ronald Reagan,7/1/88,7/7/88,,50,35,14
Ronald Reagan,5/13/88,5/15/88,,49,37,12
Ronald Reagan,3/8/88,3/12/88,,51,36,11
Ronald Reagan,3/10/88,3/10/88,,51,41,6
Ronald Reagan,2/4/88,2/4/88,,52,36,10
Ronald Reagan,12/15/87,12/15/87,,51,35,12
Ronald Reagan,12/8/87,12/11/87,,61,32,6
Ronald Reagan,11/6/87,11/6/87,,52,38,9
Ronald Reagan,10/23/87,10/26/87,,50,40,8
Ronald Reagan,10/23/87,10/26/87,,50,40,8
Ronald Reagan,10/22/87,10/23/87,,48,38,12
Ronald Reagan,10/7/87,10/9/87,,47,41,11
Ronald Reagan,9/25/87,10/4/87,,51,38,10
Ronald Reagan,9/2/87,9/3/87,,51,36,11
Ronald Reagan,8/24/87,9/2/87,,48,42,8
Ronald Reagan,7/10/87,7/13/87,,48,43,8
Ronald Reagan,7/9/87,7/10/87,,50,39,10
Ronald Reagan,6/1/87,6/1/87,,45,40,14
Ronald Reagan,5/17/87,5/18/87,,49,42,8
Ronald Reagan,4/29/87,4/30/87,,47,44,8
Ronald Reagan,4/10/87,4/13/87,,48,43,8
Ronald Reagan,3/14/87,3/18/87,,46,43,9
Ronald Reagan,3/5/87,3/6/87,,46,45,8
Ronald Reagan,2/27/87,2/27/87,,40,52,7
Ronald Reagan,1/28/87,1/29/87,,49,40,9
Ronald Reagan,1/16/87,1/19/87,,48,42,8
Ronald Reagan,1/7/87,1/8/87,,52,36,10
Ronald Reagan,12/4/86,12/5/86,,47,43,8
Ronald Reagan,12/4/86,12/5/86,,47,43,8
Ronald Reagan,10/1/86,10/2/86,,64,28,7
Ronald Reagan,9/13/86,9/17/86,,62,26,10
Ronald Reagan,8/20/86,8/21/86,,63,28,7
Ronald Reagan,7/31/86,7/31/86,,59,28,12
Ronald Reagan,7/11/86,7/14/86,,63,27,8
Ronald Reagan,7/1/86,7/2/86,,67,22,9
Ronald Reagan,6/9/86,6/16/86,,67,23,9
Ronald Reagan,4/30/86,5/1/86,,67,21,10
Ronald Reagan,4/11/86,4/20/86,,61,28,9
Ronald Reagan,4/17/86,4/18/86,,67,20,12
Ronald Reagan,4/11/86,4/14/86,,61,28,9
Ronald Reagan,3/26/86,3/27/86,,63,24,12
Ronald Reagan,3/4/86,3/10/86,,63,25,11
Ronald Reagan,1/29/86,1/30/86,,71,19,8
Ronald Reagan,1/10/86,1/13/86,,63,27,9
Ronald Reagan,11/19/85,11/19/85,,66,26,7
Ronald Reagan,11/11/85,11/18/85,,65,23,10
Ronald Reagan,11/13/85,11/14/85,,69,23,6
Ronald Reagan,10/11/85,10/14/85,,62,29,8
Ronald Reagan,8/27/85,8/28/85,,61,29,9
Ronald Reagan,8/13/85,8/14/85,,65,25,8
Ronald Reagan,8/1/85,8/2/85,,62,24,13
Ronald Reagan,7/17/85,7/18/85,,67,20,11
Ronald Reagan,7/12/85,7/15/85,,62,28,9
Ronald Reagan,6/20/85,6/21/85,,65,25,9
Ronald Reagan,6/7/85,6/10/85,,57,32,9
Ronald Reagan,5/17/85,5/20/85,,55,36,8
Ronald Reagan,4/26/85,4/26/85,,54,32,12
Ronald Reagan,4/12/85,4/15/85,,52,37,10
Ronald Reagan,3/8/85,3/11/85,,55,37,7
Ronald Reagan,2/28/85,3/1/85,,57,30,11
Ronald Reagan,2/15/85,2/18/85,,59,31,9
Ronald Reagan,1/25/85,1/28/85,,63,28,7
Ronald Reagan,1/11/85,1/14/85,,61,29,9
Ronald Reagan,1/3/85,1/4/85,,59,29,11
Ronald Reagan,12/7/84,12/10/84,,59,31,9
Ronald Reagan,11/30/84,12/3/84,,61,30,7
Ronald Reagan,11/9/84,11/12/84,,61,30,8
Ronald Reagan,10/26/84,10/29/84,,58,32,8
Ronald Reagan,9/28/84,10/1/84,,53,35,10
Ronald Reagan,9/21/84,9/24/84,,56,36,6
Ronald Reagan,9/7/84,9/9/84,,56,35,7
Ronald Reagan,8/10/84,8/12/84,,53,38,8
Ronald Reagan,7/27/84,7/30/84,,51,36,11
Ronald Reagan,7/13/84,7/16/84,,55,34,9
Ronald Reagan,7/12/84,7/13/84,,51,38,10
Ronald Reagan,7/6/84,7/9/84,,53,35,10
Ronald Reagan,6/29/84,7/2/84,,53,36,10
Ronald Reagan,6/22/84,6/22/84,,54,36,9
Ronald Reagan,6/1/84,6/3/84,,52,36,11
Ronald Reagan,5/18/84,5/21/84,,53,38,8
Ronald Reagan,5/9/84,5/10/84,,49,38,11
Ronald Reagan,4/25/84,4/26/84,,48,38,13
Ronald Reagan,4/6/84,4/9/84,,54,36,9
Ronald Reagan,3/16/84,3/19/84,,53,38,7
Ronald Reagan,3/1/84,3/2/84,,52,35,12
Ronald Reagan,2/10/84,2/13/84,,55,35,8
Ronald Reagan,1/30/84,2/6/84,,52,37,9
Ronald Reagan,1/27/84,1/30/84,,55,36,8
Ronald Reagan,1/13/84,1/16/84,,52,37,9
Ronald Reagan,12/9/83,12/12/83,,53,37,8
Ronald Reagan,11/18/83,11/21/83,,52,37,10
Ronald Reagan,10/7/83,10/14/83,,45,43,10
Ronald Reagan,9/13/83,9/13/83,,47,42,10
Ronald Reagan,9/9/83,9/12/83,,47,41,10
Ronald Reagan,8/19/83,8/22/83,,42,46,11
Ronald Reagan,8/12/83,8/15/83,,43,44,11
Ronald Reagan,8/5/83,8/8/83,,43,46,9
Ronald Reagan,7/29/83,8/2/83,,44,42,13
Ronald Reagan,7/22/83,7/25/83,,42,46,10
Ronald Reagan,6/24/83,6/27/83,,46,43,9
Ronald Reagan,6/10/83,6/13/83,,43,45,11
Ronald Reagan,5/20/83,5/23/83,,45,42,11
Ronald Reagan,5/13/83,5/16/83,,43,45,11
Ronald Reagan,4/29/83,5/2/83,,42,46,10
Ronald Reagan,4/15/83,4/18/83,,40,49,10
Ronald Reagan,3/11/83,3/14/83,,40,49,10
Ronald Reagan,1/28/83,1/31/83,,35,56,8
Ronald Reagan,1/21/83,1/24/83,,37,52,9
Ronald Reagan,1/11/83,1/11/83,,36,54,9
Ronald Reagan,12/10/82,12/13/82,,41,50,8
Ronald Reagan,11/19/82,11/22/82,,43,46,9
Ronald Reagan,11/5/82,11/8/82,,42,47,10
Ronald Reagan,10/15/82,10/18/82,,41,47,10
Ronald Reagan,9/17/82,9/20/82,,42,47,9
Ronald Reagan,8/24/82,8/24/82,,41,45,12
Ronald Reagan,8/13/82,8/16/82,,40,48,10
Ronald Reagan,7/30/82,8/2/82,,40,46,12
Ronald Reagan,7/23/82,7/26/82,,42,46,11
Ronald Reagan,6/25/82,6/28/82,,44,45,10
Ronald Reagan,6/11/82,6/14/82,,44,45,9
Ronald Reagan,5/14/82,5/17/82,,44,44,10
Ronald Reagan,4/30/82,5/3/82,,44,45,9
Ronald Reagan,4/23/82,4/26/82,,43,47,9
Ronald Reagan,4/2/82,4/5/82,,45,46,8
Ronald Reagan,3/12/82,3/15/82,,46,44,9
Ronald Reagan,2/5/82,2/8/82,,46,43,10
Ronald Reagan,1/22/82,1/25/82,,47,41,11
Ronald Reagan,1/5/82,1/5/82,,49,39,11
Ronald Reagan,12/11/81,12/14/81,,48,41,10
Ronald Reagan,11/20/81,11/23/81,,54,36,8
Ronald Reagan,11/13/81,11/16/81,,48,40,10
Ronald Reagan,10/30/81,11/3/81,,54,34,11
Ronald Reagan,9/18/81,9/21/81,,51,37,10
Ronald Reagan,8/14/81,8/17/81,,59,29,10
Ronald Reagan,7/31/81,8/3/81,,59,28,12
Ronald Reagan,7/24/81,7/27/81,,55,30,13
Ronald Reagan,7/17/81,7/20/81,,59,29,10
Ronald Reagan,6/26/81,6/29/81,,57,30,12
Ronald Reagan,6/16/81,6/16/81,,58,28,12
Ronald Reagan,6/5/81,6/8/81,,58,28,12
Ronald Reagan,5/8/81,5/11/81,,68,21,11
Ronald Reagan,4/10/81,4/13/81,,66,19,13
Ronald Reagan,3/31/81,3/31/81,,66,18,15
Ronald Reagan,2/13/81,2/16/81,,55,17,26
Ronald Reagan,1/30/81,2/2/81,,51,13,36
Jimmy Carter,12/5/80,12/8/80,,34,55,11
Jimmy Carter,11/18/80,11/18/80,,31,56,12
Jimmy Carter,9/9/80,9/9/80,,37,54,7
Jimmy Carter,8/12/80,8/12/80,,32,54,13
Jimmy Carter,7/8/80,7/8/80,,32,54,12
Jimmy Carter,6/24/80,6/24/80,,30,58,10
Jimmy Carter,6/10/80,6/10/80,,32,55,11
Jimmy Carter,5/27/80,5/27/80,,38,51,10
Jimmy Carter,5/13/80,5/13/80,,38,50,10
Jimmy Carter,4/29/80,4/29/80,,42,47,10
Jimmy Carter,4/8/80,4/8/80,,38,50,10
Jimmy Carter,3/24/80,3/24/80,,39,50,10
Jimmy Carter,3/4/80,3/4/80,,42,44,12
Jimmy Carter,2/26/80,2/26/80,,51,38,10
Jimmy Carter,1/29/80,1/29/80,,55,35,8
Jimmy Carter,1/22/80,1/22/80,,57,32,9
Jimmy Carter,1/2/80,1/2/80,,56,33,10
Jimmy Carter,12/4/79,12/4/79,,54,35,10
Jimmy Carter,11/27/79,11/27/79,,51,36,11
Jimmy Carter,11/13/79,11/13/79,,37,49,12
Jimmy Carter,10/30/79,10/30/79,,31,55,12
Jimmy Carter,10/12/79,10/15/79,,31,54,13
Jimmy Carter,10/2/79,10/2/79,,28,58,12
Jimmy Carter,9/25/79,9/25/79,,32,53,13
Jimmy Carter,9/4/79,9/4/79,,29,55,14
Jimmy Carter,8/14/79,8/14/79,,32,53,13
Jimmy Carter,8/7/79,8/7/79,,33,54,11
Jimmy Carter,7/31/79,7/31/79,,32,53,14
Jimmy Carter,7/30/79,7/30/79,,32,53,14
Jimmy Carter,7/10/79,7/10/79,,29,57,13
Jimmy Carter,6/26/79,6/26/79,,28,59,12
Jimmy Carter,6/19/79,6/19/79,,29,56,13
Jimmy Carter,5/29/79,5/29/79,,29,55,15
Jimmy Carter,5/15/79,5/15/79,,32,52,15
Jimmy Carter,5/1/79,5/1/79,,37,48,14
Jimmy Carter,4/3/79,4/3/79,,40,45,13
Jimmy Carter,3/20/79,3/20/79,,42,43,13
Jimmy Carter,3/13/79,3/13/79,,46,39,13
Jimmy Carter,2/27/79,2/27/79,,39,47,12
Jimmy Carter,2/20/79,2/20/79,,37,46,16
Jimmy Carter,1/30/79,1/30/79,,42,42,15
Jimmy Carter,1/16/79,1/16/79,,43,41,15
Jimmy Carter,1/2/79,1/2/79,,50,35,13
Jimmy Carter,12/5/78,12/5/78,,51,33,15
Jimmy Carter,11/28/78,11/28/78,,50,33,16
Jimmy Carter,10/24/78,10/24/78,,49,36,14
Jimmy Carter,9/19/78,9/19/78,,47,34,18
Jimmy Carter,9/11/78,9/11/78,,44,40,15
Jimmy Carter,9/5/78,9/5/78,,42,41,16
Jimmy Carter,8/15/78,8/15/78,,42,40,16
Jimmy Carter,8/8/78,8/8/78,,40,43,16
Jimmy Carter,8/1/78,8/1/78,,39,43,17
Jimmy Carter,7/18/78,7/18/78,,38,44,17
Jimmy Carter,7/5/78,7/5/78,,40,41,18
Jimmy Carter,6/13/78,6/13/78,,42,42,15
Jimmy Carter,5/30/78,5/30/78,,43,40,15
Jimmy Carter,5/16/78,5/16/78,,42,43,14
Jimmy Carter,5/3/78,5/3/78,,41,42,15
Jimmy Carter,4/25/78,4/25/78,,41,41,17
Jimmy Carter,4/11/78,4/11/78,,40,43,15
Jimmy Carter,3/28/78,3/28/78,,47,38,13
Jimmy Carter,3/7/78,3/7/78,,49,34,15
Jimmy Carter,3/1/78,3/1/78,,48,33,18
Jimmy Carter,2/21/78,2/21/78,,50,33,16
Jimmy Carter,2/11/78,2/11/78,,46,34,18
Jimmy Carter,1/17/78,1/17/78,,51,28,19
Jimmy Carter,1/3/78,1/3/78,,54,26,18
Jimmy Carter,12/6/77,12/6/77,,56,27,16
Jimmy Carter,11/15/77,11/15/77,,55,29,14
